"BA","playerID"
0.0000,"VazquezJavier"
0.1636,"VelezEugenio"
0.2449,"VenableWill"
0.0000,"VentersJonny"
0.0000,"VerlanderJustin"
0.3077,"ViciedoDayan"
0.2589,"VictorinoShane"
0.0000,"VillanuevaCarlos"
0.2762,"VizquelOmar"
0.1176,"VolquezEdinson"
0.0926,"VolstadChris"
0.3236,"VottoJoey"
0.1667,"WainwrightAdam"
0.0000,"WakefieldTim"
0.2958,"WalkerNeil"
0.0000,"WalkerTyler"
0.2222,"WallaceBrett"
0.0000,"WaltersP. J."
0.2000,"WatsonMatt"
0.2000,"WeaverJeff"
0.2000,"WeaverJered"
0.0000,"WebbRyan"
0.2688,"WeeksRickie"
0.1000,"WellemeyerTodd"
0.3226,"WellsCasper"
0.1731,"WellsRandy"
0.2729,"WellsVernon"
0.2960,"WerthJayson"
0.0000,"WestbrookJake"
0.1200,"WestbrookJake"
0.0000,"WestSean"
0.2381,"WhitesideEli"
0.2489,"WietersMatt"
0.2478,"WiggintonTy"
0.0000,"WillisDontrelle"
0.2500,"WillisDontrelle"
0.2676,"WillinghamJosh"
0.2579,"WillitsReggie"
0.2292,"WilsonBobby"
0.0000,"WilsonBrian"
0.0000,"WilsonC. J."
0.2487,"WilsonJack"
0.2271,"WilsonJosh"
0.2131,"WinnRandy"
0.2500,"WinnRandy"
0.2500,"WiseDewayne"
0.2468,"WolfRandy"
0.1460,"WoodBrandon"
0.1892,"WoodTravis"
0.1579,"WoodwardChris"
0.0000,"WorleyVance"
0.2547,"WorthDanny"
0.2828,"WrightDavid"
0.0000,"WrightWesley"
0.3066,"YoukilisKevin"
0.0000,"YoungChris"
0.2568,"YoungChris"
0.2982,"YoungDelmon"
0.2356,"YoungDelwyn"
0.2442,"YoungEric"
0.2835,"YoungMichael"
0.2308,"ZambranoCarlos"
0.2647,"ZaunGregg"
0.2000,"ZawadzkiLance"
0.2000,"ZimmermannJordan"
0.3067,"ZimmermanRyan"
0.1176,"ZitoBarry"
0.2384,"ZobristBen"
